,title,abstract,affiliations,authors,journal,date,keywords,url
247,Backpropagation With Sparsity Regularization for Spiking Neural Network Learning,"The spiking neural network (SNN) is a possible pathway for low-power and energy-efficient processing and computing exploiting spiking-driven and sparsity features of biological systems. This article proposes a sparsity-driven SNN learning algorithm, namely backpropagation with sparsity regularization (BPSR), aiming to achieve improved spiking and synaptic sparsity. Backpropagation incorporating spiking regularization is utilized to minimize the spiking firing rate with guaranteed accuracy. Backpropagation realizes the temporal information capture and extends to the spiking recurrent layer to support brain-like structure learning. The rewiring mechanism with synaptic regularization is suggested to further mitigate the redundancy of the network structure. Rewiring based on weight and gradient regulates the pruning and growth of synapses. Experimental results demonstrate that the network learned by BPSR has synaptic sparsity and is highly similar to the biological system. It not only balances the accuracy and firing rate, but also facilitates SNN learning by suppressing the information redundancy. We evaluate the proposed BPSR on the visual dataset MNIST, N-MNIST, and CIFAR10, and further test it on the sensor dataset MIT-BIH and gas sensor. Results bespeak that our algorithm achieves comparable or superior accuracy compared to related works, with sparse spikes and synapses.","['1 School of Information Science and Technology, Fudan University, Shanghai, China.']","Yulong Yan, Haoming Chu, Yi Jin, Yuxiang Huan, Zhuo Zou, Lirong Zheng, ",Frontiers in neuroscience,2022,backpropagation; sparsity regularization; spiking neural network; spiking sparsity; synaptic sparsity.,https://pubmed.ncbi.nlm.nih.gov/35495028
248,Salvia-Nelumbinis naturalis improves lipid metabolism of NAFLD by regulating the SIRT1/AMPK signaling pathway,"Background:
        
      
      Salvia-Nelumbinis naturalis (SNN), the extract of Chinese herbal medicine, has shown effects on NAFLD. This study aims to explore the underlying mechanism of SNN for regulating the lipid metabolism disorder in NAFLD based on the SIRT1/AMPK signaling pathway. Methods:
        
      
      Male C57BL/6J mice fed with a high-fat diet (HFD) were used to establish the NAFLD model. Dynamic changes of mice including body weight, liver weight, serological biochemical indexes, liver histopathological changes, and protein level of AMPK and SIRT1 were monitored. After18 weeks, SNN treatment was administrated to the NAFLD mice for another 4 weeks. Besides the aforementioned indices, TC and TG of liver tissues were also measured. Western blot and quantitative RT-PCR were used to detect the expression and/or activation of SIRT1 and AMPK, as well as the molecules associated with lipid synthesis and β-oxidation. Furthermore, AML12 cells with lipid accumulation induced by fatty acids were treated with LZG and EX527 (SIRT1 inhibitor) or Compound C (AMPK inhibitor ) to confirm the potential pharmacological mechanism. Results:
        
      
      Dynamic observation found the mice induced by HFD with gradually increased body and liver weight, elevated serum cholesterol, hepatic lipid accumulation, and liver injury. After 16 weeks, these indicators have shown obvious changes. Additionally, the hepatic level of SIRT1 and AMPK activation was identified gradually decreased with NAFLD progress. The mice with SNN administration had lower body weight, liver weight, and serum level of LDL-c and ALT than those of the NAFLD model. Hepatosteatosis and hepatic TG content in the liver tissues of the SNN group were significantly reduced. When compared with control mice, the NAFLD mice had significantly decreased hepatic expression of SIRT1, p-AMPK, p-ACC, ACOX1, and increased total Acetylated-lysine, SUV39H2, and SREBP-1c. The administration of SNN reversed the expression of these molecules. In vitro experiments showed the effect of SNN in ameliorating hepatosteatosis and regulating the expression of lipid metabolism-related genes in AML12 cells, which were diminished by EX527 or Compound C co-incubation. Conclusions:
        
      
      Taken together, the SIRT1/AMPK signaling pathway, involved in hepatic lipid synthesis and degradation, plays a pivotal role in the pathogenesis of NAFLD development. The regulation of SIRT1/AMPK signaling greatly contributes to the underlying therapeutic mechanism of SNN for NAFLD.","['1 Institute of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200032, China.', '2 Teaching Experiment Center, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China.', '3 Department II of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200120, China.', '4 Institute of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200032, China. songhy@126.com.', '5 Institute of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200032, China. zpychina@sina.com.']","Yang Liu, Yiping Li, Jue Wang, Lili Yang, Xiao Yu, Ping Huang, Haiyan Song, Peiyong Zheng, ",BMC complementary medicine and therapies,2022,AMPK; Lipid metabolism; Nonalcoholic fatty liver disease; SIRT1; Salvia-Nelumbinis naturalis.,https://pubmed.ncbi.nlm.nih.gov/35945571
249,Agreement in Spiking Neural Networks,"We study the problem of binary agreement in a spiking neural network (SNN). We show that binary agreement on n inputs can be achieved with O(n) of auxiliary neurons. Our simulation results suggest that agreement can be achieved in our network in O(logn) time. We then describe a subclass of SNNs with a biologically plausible property, which we call size-independence. We prove that solving a class of problems, including agreement and Winner-Take-All, in this model requires Ω(n) auxiliary neurons, which makes our agreement network size-optimal.","['1 LTCI, Télécom Paris, Institut Polytechnique de Paris, Palaiseau, France.', '2 Institut de la Vision, INSERM, CNRS, Sorbonne Université, Paris, France.']","Martin Kunev, Petr Kuznetsov, Denis Sheynikhovich, ",Journal of computational biology : a journal of computational molecular cell biology,NO_DATE,binary agreement; complexity; consensus; spiking neural network; winner-take-all.,https://pubmed.ncbi.nlm.nih.gov/35333601
250,Blockchain-Federated and Deep-Learning-Based Ensembling of Capsule Network with Incremental Extreme Learning Machines for Classification of COVID-19 Using CT Scans,"Due to the rapid rate of SARS-CoV-2 dissemination, a conversant and effective strategy must be employed to isolate COVID-19. When it comes to determining the identity of COVID-19, one of the most significant obstacles that researchers must overcome is the rapid propagation of the virus, in addition to the dearth of trustworthy testing models. This problem continues to be the most difficult one for clinicians to deal with. The use of AI in image processing has made the formerly insurmountable challenge of finding COVID-19 situations more manageable. In the real world, there is a problem that has to be handled about the difficulties of sharing data between hospitals while still honoring the privacy concerns of the organizations. When training a global deep learning (DL) model, it is crucial to handle fundamental concerns such as user privacy and collaborative model development. For this study, a novel framework is designed that compiles information from five different databases (several hospitals) and edifies a global model using blockchain-based federated learning (FL). The data is validated through the use of blockchain technology (BCT), and FL trains the model on a global scale while maintaining the secrecy of the organizations. The proposed framework is divided into three parts. First, we provide a method of data normalization that can handle the diversity of data collected from five different sources using several computed tomography (CT) scanners. Second, to categorize COVID-19 patients, we ensemble the capsule network (CapsNet) with incremental extreme learning machines (IELMs). Thirdly, we provide a strategy for interactively training a global model using BCT and FL while maintaining anonymity. Extensive tests employing chest CT scans and a comparison of the classification performance of the proposed model to that of five DL algorithms for predicting COVID-19, while protecting the privacy of the data for a variety of users, were undertaken. Our findings indicate improved effectiveness in identifying COVID-19 patients and achieved an accuracy of 98.99%. Thus, our model provides substantial aid to medical practitioners in their diagnosis of COVID-19.","['1 Department of Computer Science, University of Management and Technology, Lahore 54000, Pakistan.', '2 Department of Software Engineering, University of Management and Technology, Lahore 54000, Pakistan.', '3 Department of Unmanned Vehicle Engineering, Sejong University, Seoul 05006, Republic of Korea.', '4 School of Computing, Gachon University, Seongnam 13120, Republic of Korea.']","Hassaan Malik, Tayyaba Anees, Ahmad Naeem, Rizwan Ali Naqvi, Woong-Kee Loh, ","Bioengineering (Basel, Switzerland)",2023,COVID-19; CT scans; blockchain; data privacy; deep learning; federated learning.,https://pubmed.ncbi.nlm.nih.gov/36829697
251,A deep capsule neural network with data augmentation generative adversarial networks for single and simultaneous fault diagnosis of wind turbine gearbox,"The fault diagnosis (FD) of wind turbine gearbox (WTG) is of special importance for keeping the wind turbine drivetrain working normally and safely. However, owing to the limited training data and the mutual interference of various mechanical parts, it is of great difficulty to realize the simultaneous-fault monitoring task of WTG using existing intelligent FD methods or manual inspection-based approaches. To tackle the issue, a deep capsule neural network with data augmentation generative adversarial networks, named ST-DAGANs-CapNet, is developed for the single and simultaneous FD of WTG by integrating capsule neural network (CapsNet) with Stockwell transform (ST) and data augmentation generative adversarial networks (DAGANs). The proposed ST-DAGANs-CapNet method mainly consists of three steps. First of all, ST is adopted to extract two-dimension (2-d) image features of time-frequency domain from raw time-domain vibration signals of WTG. Then, DAGANs are employed for generating more fake image samples to address the problem of lacking training data. At last, the built CapsNet model is utilized to diagnose the single and compound faults of WTG by the primary 2-d feature images and the made fake 2-d feature images in training set. Two experimental studies are implemented to prove the effectiveness of the proposed method, and the result is compared with some existing intelligent FD of WTG. It indicates that DAGANs are effective in helping to tackle the issue of limited and unbalanced training samples in real FD of WTG, and the diagnosis result of the proposed approach in test sample set is better than that of several commonly used FD methods in literatures.","['1 School of Mechanical Engineering, Yanshan University, Qinhuangdao, China. Electronic address: 1041318472@qq.com.', '2 School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China.', '3 School of Mechanical Engineering, Yanshan University, Qinhuangdao, China.']","Pengfei Liang, Chao Deng, Xiaoming Yuan, Lijie Zhang, ",ISA transactions,NO_DATE,Capsule neural network; Data augmentation; Fault diagnosis; Generative adversarial nets; S transform; Wind turbine gearbox.,https://pubmed.ncbi.nlm.nih.gov/37032568
252,Multi-Stimuli-Responsive Synapse Based on Vertical van der Waals Heterostructures,"Brain-inspired intelligent systems demand diverse neuromorphic devices beyond simple functionalities. Merging biomimetic sensing with weight-updating capabilities in artificial synaptic devices represents one of the key research focuses. Here, we report a multiresponsive synapse device that integrates synaptic and optical-sensing functions. The device adopts vertically stacked graphene/h-BN/WSe2 heterostructures, including an ultrahigh-mobility readout layer, a weight-control layer, and a dual-stimuli-responsive layer. The unique structure endows synapse devices with excellent synaptic plasticity, short response time (3 μs), and excellent optical responsivity (105 A/W). To demonstrate the application in neuromorphic computing, handwritten digit recognition was simulated based on an unsupervised spiking neural network (SNN) with a precision of 90.89%, well comparable with the state-of-the-art results. Furthermore, multiterminal neuromorphic devices are demonstrated to mimic dendritic integration and photoswitching logic. Different from other synaptic devices, the research work validates multifunctional integration in synaptic devices, supporting the potential fusion of sensing and self-learning in neuromorphic networks.","['1 School of Micro-Nano Electronics, ZJU-Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University, Hangzhou 310027, China.', '2 Key Laboratory of MEMS of Ministry of Education, School of Electronics Science and Engineering, Southeast University, Nanjing 210096, China.', '3 Joint Institute of Zhejiang University and University of Illinois at Urbana-Champaign, Zhejiang University, Haining 314400, China.', '4 School of Physical Science and Technology, Laboratory of Optoelectronic Materials and Detection Technology, Guangxi Key Laboratory for Relativistic Astrophysics, Guangxi University, Nanning 530004, China.']","Jiachao Zhou, Hanxi Li, Ming Tian, Anzhe Chen, Li Chen, Dong Pu, Jiayang Hu, Jiehua Cao, Lingfei Li, Xinyi Xu, Feng Tian, Muhammad Malik, Yang Xu, Neng Wan, Yuda Zhao, Bin Yu, ",ACS applied materials & interfaces,2022,artificial synapse; dendritic integration; heterostructure; photoswitching logic; two-dimensional materials.,https://pubmed.ncbi.nlm.nih.gov/35882423
253,Bio-Inspired Control System for Fingers Actuated by Multiple SMA Actuators,"Spiking neural networks are able to control with high precision the rotation and force of single-joint robotic arms when shape memory alloy wires are used for actuation. Bio-inspired robotic arms such as anthropomorphic fingers include more junctions that are actuated simultaneously. Starting from the hypothesis that the motor cortex groups the control of multiple muscles into neural synergies, this work presents for the first time an SNN structure that is able to control a series of finger motions by activation of groups of neurons that drive the corresponding actuators in sequence. The initial motion starts when a command signal is received, while the subsequent ones are initiated based on the sensors' output. In order to increase the biological plausibility of the control system, the finger is flexed and extended by four SMA wires connected to the phalanges as the main tendons. The results show that the artificial finger that is controlled by the SNN is able to smoothly perform several motions of the human index finger while the command signal is active. To evaluate the advantages of using SNN, we compared the finger behaviours when the SMA actuators are driven by SNN, and by a microcontroller, respectively. In addition, we designed an electronic circuit that models the sensor's output in concordance with the SNN output.","['1 Department of Computer Engineering, Gheorghe Asachi Technical University of Iasi, 700050 Iasi, Romania.', '2 Department of Automatic Control, Gheorghe Asachi Technical University of Iasi, 700050 Iasi, Romania.']","George-Iulian Uleru, Mircea Hulea, Adrian Burlacu, ","Biomimetics (Basel, Switzerland)",2022,anthropomorphic finger; biomimetic motions; multiple SMA actuators; spiking neural networks.,https://pubmed.ncbi.nlm.nih.gov/35645189
254,Efficient Point-Process Modeling of Spiking Neurons for Neuroprosthesis,"Neuroprosthesis refers to implantable medical devices which can replace injured biological functions in the brain. One of the core problems in neuroprosthesis study is to construct a neural signal transformation model from one cortical area to another. Since the brain encodes and transmits information in spike trains, spiking neural network (SNN) can be an ideal choice for neuroprosthesis modeling. This paper proposes a spiking neuron point-process model (SNPM), which receives spike times as input, and is capable of modeling nonlinear interactions between cortical areas. The proposed SNPM can be implemented on neuromorphic chips for low-energy computing, thus has potential for clinical applications. Experiments show that SNPM can accurately reconstruct functional relationships from PMd (dorsal premotor cortex) to M1 (primary motor cortex) areas.",NO_AFFILIATIONS,"Weihan Li, Cunle Qian, Yu Qi, Yiwen Wang, Yueming Wang, Gang Pan, ",Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/34892531
255,Event-Driven Intrinsic Plasticity for Spiking Convolutional Neural Networks,"The biologically discovered intrinsic plasticity (IP) learning rule, which changes the intrinsic excitability of an individual neuron by adaptively turning the firing threshold, has been shown to be crucial for efficient information processing. However, this learning rule needs extra time for updating operations at each step, causing extra energy consumption and reducing the computational efficiency. The event-driven or spike-based coding strategy of spiking neural networks (SNNs), i.e., neurons will only be active if driven by continuous spiking trains, employs all-or-none pulses (spikes) to transmit information, contributing to sparseness in neuron activations. In this article, we propose two event-driven IP learning rules, namely, input-driven and self-driven IP, based on basic IP learning. Input-driven means that IP updating occurs only when the neuron receives spiking inputs from its presynaptic neurons, whereas self-driven means that IP updating only occurs when the neuron generates a spike. A spiking convolutional neural network (SCNN) is developed based on the ANN2SNN conversion method, i.e., converting a well-trained rate-based artificial neural network to an SNN via directly mapping the connection weights. By comparing the computational performance of SCNNs with different IP rules on the recognition of MNIST, FashionMNIST, Cifar10, and SVHN datasets, we demonstrate that the two event-based IP rules can remarkably reduce IP updating operations, contributing to sparse computations and accelerating the recognition process. This work may give insights into the modeling of brain-inspired SNNs for low-power applications.",NO_AFFILIATIONS,"Anguo Zhang, Xiumin Li, Yueming Gao, Yuzhen Niu, ",IEEE transactions on neural networks and learning systems,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/34106868
256,A Bioinspired Artificial Gustatory Neuron for a Neuromorphic Based Electronic Tongue,"A novel biomimicked neuromorphic sensor for an energy efficient and highly scalable electronic tongue (E-tongue) is demonstrated with a metal-oxide-semiconductor field-effect transistor (MOSFET). By mimicking a biological gustatory neuron, the proposed E-tongue can simultaneously detect ion concentrations of chemicals on an extended gate and encode spike signals on the MOSFET, which acts as an input neuron in a spiking neural network (SNN). Such in-sensor neuromorphic functioning can reduce the energy and area consumption of the conventional E-tongue hardware. pH-sensitive and sodium-sensitive artificial gustatory neurons are implemented by using two different sensing materials: Al2O3 for pH sensing and sodium ionophore X for sodium ion sensing. In addition, a sensitivity control function inspired by the biological sensory neuron is demonstrated. After the unit device characterization of the artificial gustatory neuron, a fully hardware-based E-tongue that can classify two distinct liquids is demonstrated to show a practical application of the artificial gustatory neurons.","['1 School of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro, Yuseong-gu, Daejeon 34141, Republic of Korea.', '2 Department of Electronics Engineering, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon 34134, Republic of Korea.']","Joon-Kyu Han, Sang-Chan Park, Ji-Man Yu, Jae-Hyuk Ahn, Yang-Kyu Choi, ",Nano letters,2022,Biosensor; electronic tongue; gustatory neuron; neuromorphic; spiking neural network (SNN).,https://pubmed.ncbi.nlm.nih.gov/35737524
257,Enhancement of surgical hand gesture recognition using a capsule network for a contactless interface in the operating room,"Background and objective:
        
      
      Hand gesture recognition systems in operating rooms (ORs) are crucial for browsing and controlling computer-aided devices, which have been developed to decrease the risk of contamination during surgical procedures. Methods:
        
      
      We proposed the use of hand gesture recognition to enhance accuracies and recognition areas with the capsule network (CapsNet) of deep neural network and Leap Motionâ Our method includes the i) extraction and preprocessing of infrared (IR) images (60 frames per second) from Leap Motion™, ii) training of various types of networks, and iii) gesture recognition evaluation in the OR. We trained the images of training dataset (N=903) and tested images (N=100) using five types of surgical hand gestures including hovering, grab, click, one peak, and two peaks by 10 subjects with various types of augmentation methods including rotate (0∘, 90∘, 180∘), scale, translation, illumination, and resize. Results:
        
      
      CapsNet achieved a classification accuracy of 86.46% (around 10% improvement) compared with 73.67% for the baseline convolutional neural network (CNN) and 76.4% for VGG16. Conclusions:
        
      
      In conclusion, the accuracy of hand gesture recognition with CapsNet was better than that of conventional CNNs, which could be used to navigate and manipulate various types of computer-aided devices and applications through contactless gesture interaction.","['1 Department of Convergence Medicine, University of Ulsan College of Medicine, Asan Medical Center, Seoul, South Korea.', '2 Department of Convergence Medicine, University of Ulsan College of Medicine, Asan Medical Center, Seoul, South Korea; Department of Radiology and Research Institute of Radiology, University of Ulsan College of Medicine, Asan Medical Center, Seoul, Korea. Electronic address: cyberrog@mail.ulsan.ac.kr.']","A-Reum Lee, Yongwon Cho, Seongho Jin, Namkug Kim, ",Computer methods and programs in biomedicine,NO_DATE,Capsule network; Convolutional neural network; Deep learning; Hand gesture recognition; Operating room.,https://pubmed.ncbi.nlm.nih.gov/32062090
258,Influence of taste stimulation on sucking pressure in newborn infants at term,"Purpose:
        
      
      To verify the influence of a taste stimulus on the suction pressure, during the non-nutritive sucking (SNN), in newborns, healthy and with weight appropriate to the gestational age. Methods:
        
      
      Quasi-experimental study of the non-randomized clinical trial type with a convenience sample of 60 newborns (NB), 30 allocated in the study group (EG) and 30 in the control group (CG). The NB were evaluated for sucking pressure during the SNN in a pacifier. For the EG, a gustatory stimulus was added to the pacifier, moistened with colostrum. The CG did not receive any stimulus, other than the pacifier itself. The average, minimum and maximum pressures were measured with the equipment S-Flex®. Results:
        
      
      The SG presented mean and maximum sucking pressure significantly higher than the CG. In addition, there was a statistically significant difference between the groups for the second measurement of mean sucking pressure. Conclusion:
        
      
      The results showed that the NB of the SG presented sucking pressures, average and maximum, significantly higher, when compared to the CG. The use of a taste stimulus associated with SNN modified the sucking pressure and seems to enhance oral skills.","['1 Programa de Pós-graduação em Distúrbios da Comunicação, Universidade Federal de Santa Maria - UFSM - Santa Maria (RS), Brasil.', '2 Departamento de Fonoaudiologia, Universidade Federal de Santa Maria - UFSM - Santa Maria (RS), Brasil.', '3 Departamento de Fisioterapia, Universidade Regional de Blumenau - FURB - Blumenau (SC), Brasil.', '4 Departamento de Fisioterapia, Hospital Universitário de Santa Maria, Universidade Federal de Santa Maria - UFSM - Santa Maria (RS), Brasil.', '5 Programa de Residência Multiprofissional, Hospital Universitário de Santa Maria, Universidade Federal de Santa Maria - UFSM - Santa Maria (RS), Brasil.', '6 Departamento de Pediatria e Puericultura, Universidade Federal de Santa Maria - UFSM - Santa Maria (RS), Brasil.']","Fernanda Segala, Geovana de Paula Bolzan, Marlove Duarte Nascimento, Daniela da Silva Gonçalves, Amanda Melchior, Marcus Vinícius Marques de Moraes, Angela Regina Maciel Weinmann, ",CoDAS,2022,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/35043860
259,"A Little Energy Goes a Long Way: Build an Energy-Efficient, Accurate Spiking Neural Network From Convolutional Neural Network","This article conforms to a recent trend of developing an energy-efficient Spiking Neural Network (SNN), which takes advantage of the sophisticated training regime of Convolutional Neural Network (CNN) and converts a well-trained CNN to an SNN. We observe that the existing CNN-to-SNN conversion algorithms may keep a certain amount of residual current in the spiking neurons in SNN, and the residual current may cause significant accuracy loss when inference time is short. To deal with this, we propose a unified framework to equalize the output of the convolutional or dense layer in CNN and the accumulated current in SNN, and maximally align the spiking rate of a neuron with its corresponding charge. This framework enables us to design a novel explicit current control (ECC) method for the CNN-to-SNN conversion which considers multiple objectives at the same time during the conversion, including accuracy, latency, and energy efficiency. We conduct an extensive set of experiments on different neural network architectures, e.g., VGG, ResNet, and DenseNet, to evaluate the resulting SNNs. The benchmark datasets include not only the image datasets such as CIFAR-10/100 and ImageNet but also the Dynamic Vision Sensor (DVS) image datasets such as DVS-CIFAR-10. The experimental results show the superior performance of our ECC method over the state-of-the-art.","['1 Department of Computer Science, University of Liverpool, Liverpool, United Kingdom.', '2 Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, United Kingdom.']","Dengyu Wu, Xinping Yi, Xiaowei Huang, ",Frontiers in neuroscience,2022,deep learning; deep neural networks (DNNs); event-driven neural network; spiking network conversion; spiking neural network (SNN).,https://pubmed.ncbi.nlm.nih.gov/35692427
260,Disentangled Capsule Routing for Fast Part-Object Relational Saliency,"Recently, the Part-Object Relational (POR) saliency underpinned by the Capsule Network (CapsNet) has been demonstrated to be an effective modeling mechanism to improve the saliency detection accuracy. However, it is widely known that the current capsule routing operations have huge computational complexity, which seriously limited the usability of the POR saliency models in real-time applications. To this end, this paper takes an early step towards a fast POR saliency inference by proposing a novel disentangled part-object relational network. Concretely, we disentangle horizontal routing and vertical routing from the original omnidirectional capsule routing, thus generating Disentangled Capsule Routing (DCR). This mechanism enjoys two advantages. On one hand, DCR that disentangles orthogonal 1D (i.e., vertical and horizontal) routing greatly reduces parameters and routing complexity, resulting in much faster inference than omnidirectional 2D routing adopted by existing CapsNets. On the other hand, thanks to the light POR cues explored by DCR, we could conveniently integrate the part-object routing process to different feature layers in CNN, rather than just applying it to the small-scaled one as in previous works. This helps to increase saliency inference accuracy. Compared to previous POR saliency detectors, DPORTNet infers visual saliency (5 ∼ 9 ) × faster, and is more accurate. DPORTNet is available under the open-source license at https://github.com/liuyi1989/DCR.",NO_AFFILIATIONS,"Yi Liu, Dingwen Zhang, Nian Liu, Shoukun Xu, Jungong Han, ",IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/36282823
261,Antimicrobial and Structural Properties of Metal Ions Complexes with Thiosemicarbazide Motif and Related Heterocyclic Compounds,"Antibiotic resistance acquired by various bacterial fungal and viral pathogens poses therapeutic problems of increasing severity. Among the infections that are very difficult to treat, biofilm-associated cases are one of the most hazardous. Complex structure of a biofilm and unique physiology of the biofilm cells contribute to their extremely high resistance to environmental conditions, antimicrobial agents and the mechanisms of host immune response. Therefore, the biofilm formation, especially by multidrugresistant pathogens, is a serious medical problem, playing a pivotal role in the development of chronic and recurrent infections. These factors create a limitation for using traditional chemiotherapeutics and contribute to a request for development of new approaches for treatment of infectious diseases. Therefore, early reports on antimicrobial activity of several complexes of metal ions, bearing thiosemicarbazide or thiosemicarbazones as the ligands, gave a boost to worldwide search for new, more efficient compounds of this class, to be used as alternatives to commonly known drugs. In general, depending on the presence of other heteroatoms, these ligands may function in a di-, tri- or tetradentate forms (e.g., of N,S,-, N,N,S-, N,N,N,S-, N,N,S,S-, or N,S,O-type), which impose different coordination geometries to the resultant complexes. In the first part of this review, we describe the ways of synthesis and the structures of the ligands based on the thiosemicarbazone motif, while the second part deals with the antimicrobial activity of their complexes with selected metal ions.","['1 Department of Cosmetic Raw Materials Chemistry, Faculty of Pharmacy, Medical University of Lodz, Muszynskiego 1, 90-151 Lodz, Poland.', '2 Collegium Medicum in Bydgoszcz, Nicolaus Copernicus University in Toruń, Faculty of Pharmacy, Department of Inorganic and Analytical Chemistry, 85-094 Bydgoszcz, Poland.', '3 Department of Theoretical and Structural Chemistry, Faculty of Chemistry, University of Lodz, Pomorska 163/165, 90-236 Lodz, Poland.', '4 Centre of Molecular and Macromolecular Studies, Polish Academy of Sciences, Department of Bioorganic Chemistry, Sienkiewicza 112, 90-363 Lodz, Poland.', '5 Department of Immunology and Infectious Biology, Faculty of Biology and Environmental Protection, University of Lodz, Banacha 12/16, 90-237 Lodz, Poland.']","Ewelina Namiecińska, Marta Sobiesiak, Magdalena Małecka, Piotr Guga, Barbara Rozalska, Elzbieta Budzisz, ",Current medicinal chemistry,NO_DATE,Thiosemicarbazide derivatives; antibacterial; antibiotic-resistance; antifungal; antimicrobial properties; antiviral; structures of metal ions complexes; thiosemicarbazone..,https://pubmed.ncbi.nlm.nih.gov/29493443
